CRM_ObjectID,Model,SerialNumber,JT_EquipID,SoldToID,SoldToName,AddContactID,AddContactName,Address1,Address2,City,Province,PostalCode,ServiceOrgID,ServiceOrg,PrimaryTechID,BackupTechID,AccountMgrID,AccountMgr,EquipNotes,Inactive,NoContract,NoPM
67630591,MXC311,92111806,71998,634503,PHARMACIE FRANCIS HANNA AL LASS,41001225,PHARMACIE FRANCIS HANNA AL LAS,614 RUE ST-JACQUES,,MONTREAL,QC,H3C 1E8,61000174,SD Montreal,93000773,93000183,ACQUARIOS,SALVATORE ACQUARIO,,0,0,0
67630597,MX5001N,95071248,71975,634232,CORBEIL ELECTRIQUE INC.,41001227,CORBEIL ELECTRIQUE INC.,6783 LEGER,,MONTREAL,QC,H1G 6H8,61000174,SD Montreal,93000050,93000051,ACQUARIOS,SALVATORE ACQUARIO,,0,0,0
67634026,MXM453N,95022147,,673352,"ROBINSON, HEENEY LLP",41036981,"ROBINSON, HEENEY LLP",330 BAY STREET SUITE# 1505,,TORONTO,ON,M5H 2S8,61000192,GTA East,93000028,93000023,GUNAWARA,AJITHA GUNAWARDANA,,0,0,0
67719574,MX4101N,95070586,59607,624308,HUMANITY FIRST,41001238,HUMANITY FIRST,600 BOWES RD. # 40,,CONCORD,ON,L4K 1H8,61000192,GTA East,93000022,93000399,GALERN,NANCY GALER,,0,0,0
67719599,MXM363N,95017495,59613,618378,BAYSHORE HEALTHCARE LTD.,41001224,BAYSHORE HEALTHCARE LTD.,"700 DORVAL DR., # 301",,OAKVILLE,ON,L6K 3V3,61000193,GTA West,93000036,93000037,COULLB,BRIAN COULL,,0,0,0
67728954,MXB401,92117199,63020,275779,DREAM OFFICE MANAGEMENT CORP.,41001232,DUNDEE REALTY MANAGEMENT CORP.,2075 KENNEDY RD,,TORONTO,ON,M5X 3S5,61000192,GTA East,93000024,93000672,GOWERM,MICHAEL GOWER,,0,0,0
67730931,MXM363N,95017815,95017815,616096,VILLE DE MONTREAL SVCS DES FINANCES,41001243,VILLE DE MONTREAL,3177 ST-JACQUES,"3E ETAGE, BUREAU 301",MONTREAL,QC,H4C 1G7,61000174,SD Montreal,93000183,93000047,DEGUIREM,MARCELINE DEGUIRE,,0,0,0
67750825,MXM363N,95028998,59188,277225,KEY MORTGAGE PARTNERS,41001244,KEY MORTGAGE PARTNERS,40 QUEEN ST. WEST,,BRAMPTON,ON,L6X 1A1,61000193,GTA West,93000040,93000361,ISHOUSE,INTEGRATED SERVICES HOUSE REP,,0,0,0
67750826,MXM363N,95028878,EQ1457A,635828,CCT CANADA INC.,41001245,CCT LOGISTICS SERVICES,"#1,4545-54TH ST SE",,CALGARY,AB,T2C 2L9,61000184,Dealers,,,DUPUISE,ERIC DUPUIS,,0,0,0
67759712,MXM453N,95012675,66925,628920,"DUTRISAC, DUGAS ET DEMERS,",41001247,DUTRISAC ET DUGAS NOTAIRES,"846, boul. Curé-Labelle 2è étage",,BLAINVILLE,QC,J7C 2K9,61000174,SD Montreal,93000050,93000049,ACQUARIOS,SALVATORE ACQUARIO,,0,0,0
67773116,MX4101N,95071086,60091,624491,BARIATRIX NUTRITION INC.,41020170,BARIATRIX NUTRITION INC,4905 FAIRWAY,,MONTREAL,QC,H8T 1B7,61000174,SD Montreal,93000046,93000183,CHONCHOE,ELIE CHONCHON,,0,0,0
67780739,MX3100N,95042105,95042105,624548,VM - ARRONDISSEMENT MONTREAL-NORD,41001267,VILLE DE MONTREAL,"4243 RUE CHARLEROI, 1 ERE ETAGE",AFFAIRE PUBLIQUES ARRONDISSEMENT MONTREA,MONTREAL,QC,H1H 5R5,61000174,SD Montreal,93000050,93000051,DEGUIREM,MARCELINE DEGUIRE,,0,0,0
67780744,MX3100N,95043715,95043715,624548,VM - ARRONDISSEMENT MONTREAL-NORD,41001297,VILLE DE MONTREAL,4255 PLACE HOTEL DE VILLE,DIRECTION DE LA CULTURE ET DES SPORTS,MONTREAL,QC,H1H 1S4,61000174,SD Montreal,93000050,93000051,DEGUIREM,MARCELINE DEGUIRE,,0,0,0
67780746,MXM363N,95026117,95026117,624548,VM - ARRONDISSEMENT MONTREAL-NORD,41001274,VILLE DE MONTREAL,4243 RUE CHARLEROI  / RC AILE OUEST,INFORMATIQUE ARRONDISSEMENT MONTREAL-NOR,MONTREAL,QC,H1H 5R5,61000174,SD Montreal,93000050,93000051,DEGUIREM,MARCELINE DEGUIRE,,0,0,0
67780748,MXM363N,95024417,95024417,624548,VM - ARRONDISSEMENT MONTREAL-NORD,41001271,VILLE DE MONTREAL,4243 RUE CHARLEROI AILE EST,RESOURCES MATERIELES ARRONDISSEMENT MONT,MONTREAL,QC,H1H 5R5,61000174,SD Montreal,93000050,93000051,DEGUIREM,MARCELINE DEGUIRE,,0,0,0
67780759,MX4101N,95048025,60132,176919,EXTENDICARE (CANADA) INC.,41001280,EXTENDICARE MISSISSAUGA,855 JOHN WATT BLVD,1ST FLR. CONSULTATION RM.,MISSISSAUGA,ON,L5W 1W4,61000193,GTA West,93000040,93000361,GAYNORS,SCOTT GAYNOR,,0,0,0
67780762,MXM453N,95009607,60130,176919,EXTENDICARE (CANADA) INC.,41001273,EXTENDICARE HALTON HILLS,9 LINDSAY COURT,,GEORGETOWN,ON,L7G 6G9,61000193,GTA West,93000040,93000036,GAYNORS,SCOTT GAYNOR,,0,0,0
67780788,MX3100N,95016894,95016894,616096,VILLE DE MONTREAL SVCS DES FINANCES,41001284,VM/ BUREAU DU CONTROLEUR GENERAL,"1555 RUE PEEL, 14E ETAGE",BUREAU DU CONTRÔLEUR GÉNÉRAL,MONTREAL,QC,H3A 3L8,61000174,SD Montreal,93000773,93000183,DEGUIREM,MARCELINE DEGUIRE,,0,0,0
67780789,MXM363N,95026127,95026127,624548,VM - ARRONDISSEMENT MONTREAL-NORD,41001288,VILLE DE MONTREAL,"4243 RUE CHARLEROI, 1ST FLOOR",AFFAIRE PUBLIQUES ARRONDISSEMENT MONTREA,MONTREAL,QC,H1H 5R5,61000174,SD Montreal,93000050,93000051,DEGUIREM,MARCELINE DEGUIRE,,0,0,0
67805980,AR208S,95022644,59963,624536,AMERICAN FEDERATION OF MUSICIANS OF,41001283,AMERICAN FEDERATION OF MUSICIA,"150 FERRAND DRIVE, STE 202",,TORONTO,ON,M3C 3E5,61000192,GTA East,93000025,93000373,THERIAULTK,KEVIN THERIAULT,,0,0,0
67815035,MX2600N,95067634,60138,624385,PARENT CHILD RESOURCE CENTRE,41001290,PARENT CHILD RESOURCE CENTRE,1602-10 KENNETH AVE,,TORONTO,ON,M2N 6K6,61000192,GTA East,93000024,93000019,CHENGK,KENNETH CHENG,,0,0,0
67815072,MX3100N,95017074,95017074,624548,VM - ARRONDISSEMENT MONTREAL-NORD,41001285,VILLE DE MONTREAL,4243 RUE CHARLEROI,URBANISME,MONTREAL,QC,H1H 5R5,61000174,SD Montreal,93000050,93000051,DEGUIREM,MARCELINE DEGUIRE,,0,0,0
67815073,MX3100N,95017194,95017194,616096,VILLE DE MONTREAL SVCS DES FINANCES,41001275,VILLE DE MONTREAL,"775 RUE GOSFORD, 3IEME ETAGE",DIR DES AFAIRES PENALS ET CRIMINELS,MONTREAL,QC,H2Y 3Z8,61000174,SD Montreal,93000773,93000169,DEGUIREM,MARCELINE DEGUIRE,,0,0,0
67819164,MXC401,92116324,,642068,CHARLEBOIS TREPANIER,41025084,CHARLEBOIS TREPANIER,815 DE LA CARRIERE #102,,GATINEAU,QC,J8Y 6T4,61000175,SD Ottawa,93000217,93000216,,,,0,0,0
67819245,MX2600N,95068164,60140,624676,MC NALLY CONSTRUCTION INC.,41001292,MCNALLY CONSTRUCTION INC.,1855 BARTON ST EAST,ESTIMATING,HAMILTON,ON,L8H 2Y7,61000193,GTA West,93000037,93000038,GOWERM,MICHAEL GOWER,,0,0,0
67819286,MXM363N,95027037,60137,624679,COMMON COLLECTION AGENCY INC.,41001289,COMMON COLLECTION AGENCY,11 PROGESS AVENUE SUITE 202,,SCARBOROUGH,ON,M1P 4S7,61000192,GTA East,93000025,93000024,CARTMILK,KARIN CARTMILL,,0,0,0
67829976,MX2600N,95067444,60142,621879,LYNX CABLING SYSTEMS LTD.,41001295,LYNX CABLING SYSTEMS LTD,7500 HWY 27   #1,1ST FLOOR,VAUGHAN,ON,L4H 0J2,61000192,GTA East,93000399,93000022,NEWBERRK,KEN NEWBERRY,,0,0,0
67841675,MX4101N,95070726,95070726,616096,VILLE DE MONTREAL SVCS DES FINANCES,41001301,VILLE DE MONTREAL,4240 CHARLEROI 2IEME ETAGE,SERVICE D'INCENDIE DE MONTREAL,MONTREAL,QC,H1H 1T3,61000174,SD Montreal,93000050,93000051,DEGUIREM,MARCELINE DEGUIRE,,0,0,0
67841944,MXM363N,95014459,95014459,616096,VILLE DE MONTREAL SVCS DES FINANCES,41001300,"DIV.DE L'ENTRETIENT, DE L'ECLAIRAGE",DE LA SIGNALISATION ET DU MARQUAGE,1700 RUE DES CARRIERES,MONTREAL,QC,H2G 1V8,61000174,SD Montreal,93000051,93000050,DEGUIREM,MARCELINE DEGUIRE,,0,0,0
67860576,MXM200D,930478085,60446,176337,GLOBAL UPHOLSTERY CO. INC.,41001303,GLOBAL UPHOLSTERY LTD.,940 ALNESS STREET,UNIT #12 & 13,DOWNSVIEW,ON,M3J 2H7,61000192,GTA East,93000402,93000672,GAYNORS,SCOTT GAYNOR,,0,0,0
67861954,MXM260,95038069,61580,242691,CORPORATION OF THE CITY OF VAUGHAN,41001307,CORPORATION OF CITY OF VAUGHAN,2141 MAJOR MACKENZIE DR.,FINANCE DEPT 3RD FLOOR,VAUGHAN,ON,L6A 1T1,61000192,GTA East,93000022,93000399,NEWBERRK,KEN NEWBERRY,,0,0,0
67883965,MX2600N,95069494,60448,624301,HOYA LENS CANADA INC.,41001317,HOYA LENS CANADA INC.,3330 RIDGEWAY DRIVE .UNIT 9,HOYA LENS CARE CANADA,MISSISSAUGA,ON,L5L 5Z9,61000193,GTA West,93000036,93000040,ORIELLYT,TERRY O'RIELLY,,0,0,0
67884066,MX2600N,95069454,60447,624301,HOYA LENS CANADA INC.,41001319,HOYA LENS CANADA INC.,3330 RIDGEWAY DRIVE #21,LENS CHOICE CANADA,MISSISSAUGA,ON,L5L 5Z9,61000193,GTA West,93000036,93000040,ORIELLYT,TERRY O'RIELLY,,0,0,0
67905012,MXC311,92114027,60449,607344,MOHAWK COLLEGE,41001318,MOHAWK COLLEGE,"135 FENNELL AVE WEST, ROOM J137",,HAMILTON,ON,L9C 1E9,61000193,GTA West,93000038,93000035,ISHOUSE,INTEGRATED SERVICES HOUSE REP,,0,0,0
67906382,MX4101N,95003647,95003647,616096,VILLE DE MONTREAL SVCS DES FINANCES,41001324,VILLE DE MONTREAL,55 AVE DUPRAS / GREFFES,ARRONDISEMENT DE VILLE LASALLE,LASALLE,QC,H8R 4A8,61000174,SD Montreal,93000183,93000047,DEGUIREM,MARCELINE DEGUIRE,,0,0,0
67977355,MX4101N,95004107,79491,637642,"CHARBONNEAU, MCSWEEN, BONENFANT",41001321,"LES GESTIONS 3BCM,S.E.N.C.",3215 BOUL. DE LA PINIERE #201,,TERREBONNE,QC,J6X 4P7,61000174,SD Montreal,93000050,93000213,LAFLEURB,BERTRAND LAFLEUR,,0,0,0
67980568,MXM363N,95013099,95013099,616096,VILLE DE MONTREAL SVCS DES FINANCES,41001322,VILLE DE MONTREAL,275 notre dame est Sous-sol,Direction du Greffe,MONTREAL,QC,H2Y 1C6,61000174,SD Montreal,93000773,93000169,DEGUIREM,MARCELINE DEGUIRE,,0,0,0
67993566,MXM363N,95008750,60452,624866,OPPORTUNITY INTERNATIONAL CANADA,41001336,OPPORTUNITY INTERNATIONAL CANA,"10 FOUR SEASONS PLACE, STE  610",,TORONTO,ON,M9B 6H7,61000192,GTA East,93000029,93000402,SPENCER,ROBYNNE SPENCE,,0,0,0
68017125,MX2600N,95042928,60698,625004,PRESTIGE DESIGN & CONSTRUCTION,41001340,PRESTIGE DESIGN & CONSTRUCTION,50 CAMELOT DRIVE,,OTTAWA,ON,K2G 5X8,61000175,SD Ottawa,93000275,93000043,PAQUETTD,DANIEL PAQUETTE,,0,0,0
68017139,MX5001N,8510774X,60636,625034,PARC DOWNSVIEW PARK INC.,41001332,PARC DOWNSVIEW PARK INC,70 CANUCK AVE. # 101,,TORONTO,ON,M3K 2C5,61000192,GTA East,93000402,93000019,SPENCER,ROBYNNE SPENCE,,0,0,0
68035017,MX2600N,95043408,95043408,616096,VILLE DE MONTREAL SVCS DES FINANCES,41001350,VILLE DE MONTREAL,13001 BOUL CAVENDISH,ARR ST LAURENT MECANIQUE ATELIERS MUNICA,SAINT LAURENT,QC,H4R 2G5,61000174,SD Montreal,93000049,93000046,DEGUIREM,MARCELINE DEGUIRE,,0,0,0
68043841,MXM503N,95020878,,672548,CANADIAN TIRE CORP. LTD.,41036193,"Canadian Tire Corporation, Lim",2111 Steeles Avenue East,Transportation Customs/Traffic,Brampton,ON,L6T 4L5,61000193,GTA West,93000361,93000673,COULLB,BRIAN COULL,,0,0,0
68043847,MXM503N,95022288,,672548,CANADIAN TIRE CORP. LTD.,41036195,"Canadian Tire Corporation, Lim",2111 Steeles Avenue East,DC Executive Office,Brampton,ON,L6T 4L5,61000193,GTA West,93000361,93000673,COULLB,BRIAN COULL,,0,0,0
68048643,MX4101N,85060430,60877,625139,TACEL LTD.,41001361,TACEL LTD,179 BARTLEY DR,UNIT B,TORONTO,ON,M4A 1E6,61000192,GTA East,93000025,93000024,STRUMINP,PERRY STRUMINIKOV,,0,0,0
68048652,MXM453N,95035398,60871,625360,SHRED-IT INT'L INC.,41001364,SHRED-IT INTERNATIONAL INC,1218 SOUTH SERVICE ROAD WEST,SECURIT - EAST WING-(UPPER LEVEL),OAKVILLE,ON,L6L 5T7,61000193,GTA West,93000036,93000037,RINALDOF,FRANCO RINALDO,,0,0,0
68048653,MX4101N,85060530,60872,625360,SHRED-IT INT'L INC.,41001380,SHRED-IT INTERNATIONAL INC,428 MILLEN RD. UNIT # 23,,STONEY CREEK,ON,L8E 3N9,61000193,GTA West,93000037,93000038,RINALDOF,FRANCO RINALDO,,0,0,0
68048654,MX3100N,95042205,60865,279532,D. BOTTERO & ASSOCIATES,41001371,D BOTTERO AND ASSOCIATES,357 EDGLEY BLVD.,,VAUGHAN,ON,L4K 4Z5,61000192,GTA East,93000022,93000672,RINALDOF,FRANCO RINALDO,,0,0,0
68055121,MXM453N,95034448,95034448,616096,VILLE DE MONTREAL SVCS DES FINANCES,41001382,VILLE DE MONTREAL,775 GOSFORD 3 E,SAC - DIR DES AFFAIRES PENALES ET CRIMIN,MONTREAL,QC,H2Y 3B9,61000174,SD Montreal,93000773,93000169,DEGUIREM,MARCELINE DEGUIRE,,0,0,0
68064690,MXM453N,95034858,79489,637826,PLASTIQUES POLYGRAPH INC.,41001377,POLYGRAPH INC.,4640 FORTIER,,SAINT-HUBERT,QC,J3Y 8K2,61000174,SD Montreal,93000183,93000213,LAFLEURB,BERTRAND LAFLEUR,,0,0,0
68071459,MXM363N,95030548,60995,625072,KING YONGE SUITES INC.,41001381,KING YONGE SUITES INC,"1 KING STREET WEST, 4TH FLOOR",,TORONTO,ON,M5H 1A1,61000192,GTA East,93000028,93000023,THERIAULTK,KEVIN THERIAULT,,0,0,0
68094196,AR208D,95036438,61003,275813,SHERIDAN NURSERIES (GEORGETOWN),41001386,SHERIDAN NURSERIES (MISSISSAUG,2069 BURNHAMTHORPE ROAD E,,MISSISSAUGA,ON,L4X 2S7,61000193,GTA West,93000036,93000673,GOWERM,MICHAEL GOWER,,0,0,0
68094197,AR208S,95021764,61002,604239,ACTION HONDA,41001383,ACTION HONDA,4334 KINGSTON RD.,2ND FLOOR,SCARBOROUGH,ON,M1E 2M8,61000192,GTA East,93000023,93000025,CHENGK,KENNETH CHENG,,0,0,0
68106043,MX2600N,95033915,61238,625265,SWISSPORT CANADA HANDLING INC.,41001391,SWISSPORT CANADA HANDLING INC.,620 BOUL ALBERT DE NIVERVILLE,,DORVAL,QC,H4Y 1G6,61000174,SD Montreal,93000046,93000169,STRUMINP,PERRY STRUMINIKOV,,0,0,0
68106465,MX4101N,85060730,61008,625267,BRAMPTON MULTICULTURAL,41001376,MUSLIM COMMUNITY SERVICE,150 CENTRAL PARK DR. #304,,BRAMPTON,ON,L6T 2T9,61000193,GTA West,93000361,93000673,CHENGK,KENNETH CHENG,,0,0,0
68111808,MX5001N,95010467,64709,625288,SOCIETE EN COMMANDITE GAZ METRO,41020440,SOCIETE EN COMMANDITE GAZ METR,1717 RUE DU HAVRE,"SSOL , ACHATS",MONTREAL,QC,H2K 2X3,61000174,SD Montreal,93000051,93000213,DEGUIREM,MARCELINE DEGUIRE,,0,0,0
68176804,MXB401,9211755X,60867,625360,SHRED-IT INT'L INC.,41001408,SHRED-IT INTERNATIONAL INC,"SECURIT - BUILDING A, NORTH RETRIEVALS",1218 SOUTH SETVICE ROAD,OAKVILLE,ON,L6L 5T7,61000193,GTA West,93000036,93000037,RINALDOF,FRANCO RINALDO,,0,0,0
68176806,MXB401,9211823X,60870,625360,SHRED-IT INT'L INC.,41001413,SHRED-IT INTERNATIONAL INC,"SECURIT BLDG B, SOUTH - RETRIEVALS & PROJECTS",1218 SOUTH SERVICE ROAD WEST,OAKVILLE,ON,L6L 5T7,61000193,GTA West,93000036,93000037,RINALDOF,FRANCO RINALDO,,0,0,0
68176807,MXB401,9211843X,60866,625360,SHRED-IT INT'L INC.,41001411,SHRED-IT INTERNATIONAL INC,1218 SOUTH SERVICE RD. W,N.RETRIEVALS.  SECURIT- BLDG A,OAKVILLE,ON,L6L 5T7,61000193,GTA West,93000036,93000037,RINALDOF,FRANCO RINALDO,,0,0,0
68208154,MXM363N,95032184,SD61266,251986,INTERIOR HEALTH AUTHORITY,41020211,INTERIOR HEALTH AUTHORITY,UBC BLDG. 2312 PENDOSY ST.,,KELOWNA,BC,V1Y 1T2,61000184,Dealers,,,GORDONJ,JOHN GORDON,,0,0,0
68208690,MXM260,95037048,61708,625526,INSTITUT UNIVERSITAIRE EN SANTÉ,41001421,INSTITUTE UNIVERSITAIRE EN SANTÉ,7401 HOCHELAGA,RADIOLOGIE,MONTREAL,QC,H1N 3M5,61000174,SD Montreal,93000213,93000046,LAFLEURB,BERTRAND LAFLEUR,,0,0,0
68208692,MXM363N,95013659,61705,625526,INSTITUT UNIVERSITAIRE EN SANTÉ,41001430,INSTITUTE UNIVERSITAIRE EN SANTÉ,7401 HOCHELAGA,PAVILLON BEDARD 2EME (BE-2051),MONTREAL,QC,H1M 3M5,61000174,SD Montreal,93000213,93000051,LAFLEURB,BERTRAND LAFLEUR,,0,0,0
68208694,MXM453N,95009747,61697,625526,INSTITUT UNIVERSITAIRE EN SANTÉ,41001427,INSTITUTE UNIVERSITAIRE EN SANTÉ,7401 HOCHELAGA,Pavillon Technique local ST-142-10,MONTREAL,QC,H1N 3M5,61000174,SD Montreal,93000213,93000046,LAFLEURB,BERTRAND LAFLEUR,,0,0,0
68208695,MXM453N,95026944,61700,625526,INSTITUT UNIVERSITAIRE EN SANTÉ,41001428,INSTITUTE UNIVERSITAIRE EN SANTÉ,7401 HOCHELAGA,CUISINE,MONTREAL,QC,H1N 3M5,61000174,SD Montreal,93000213,93000046,LAFLEURB,BERTRAND LAFLEUR,,0,0,0
68208697,MXM453N,95009697,61694,625526,INSTITUT UNIVERSITAIRE EN SANTÉ,41001425,INSTITUTE UNIVERSITAIRE EN SANTÉ,7401 HOCHELAGA,Pavillon Technique local CL-106-38,MONTREAL,QC,H1N 3M5,61000174,SD Montreal,93000213,93000046,LAFLEURB,BERTRAND LAFLEUR,,0,0,0
68208699,MXM453N,95009707,61684,625526,INSTITUT UNIVERSITAIRE EN SANTÉ,41001429,INSTITUTE UNIVERSITAIRE EN SANTÉ,7401 HOCHELAGA,ARCHIVES,MONTREAL,QC,H1N 3M5,61000174,SD Montreal,93000213,93000046,LAFLEURB,BERTRAND LAFLEUR,,0,0,0
68208701,MXM453N,95009387,61690,625526,INSTITUT UNIVERSITAIRE EN SANTÉ,41001417,INSTITUTE UNIVERSITAIRE EN SANTÉ,7401 HOCHELAGA,DEPARTEMENT DSP BE-2116,MONTREAL,QC,H1N 3M5,61000174,SD Montreal,93000213,93000046,LAFLEURB,BERTRAND LAFLEUR,,0,0,0
68208702,MXM363N,95014939,61712,625526,INSTITUT UNIVERSITAIRE EN SANTÉ,41001426,CTR SOUTIEN INTEGRATION SOC.,7201 HOCHELAGA PAVILLON,LAHAISE 4IEME ETAGE AILE 405,MONTREAL,QC,H1N 3M5,61000174,SD Montreal,93000213,93000046,LAFLEURB,BERTRAND LAFLEUR,,0,0,0
68208747,MXM260,95037738,61717,625526,INSTITUT UNIVERSITAIRE EN SANTÉ,41001433,INSTITUT EN SANTE MENTALE DE MONTREAL,7401 Rue Hochelaga,"Pavillion Lahaise, 2E ETAGE",MONTREAL,QC,H1N 3M5,61000174,SD Montreal,93000213,93000046,LAFLEURB,BERTRAND LAFLEUR,,0,0,0
68208748,MXM503N,95026408,61680,625526,INSTITUT UNIVERSITAIRE EN SANTÉ,41001432,INSTITUTE UNIVERSITAIRE EN SANTÉ,7401 HOCHELAGA,GESTION FINANCIERE,MONTREAL,QC,H1N 3M5,61000174,SD Montreal,93000213,93000046,LAFLEURB,BERTRAND LAFLEUR,,0,0,0
68212250,MXC401,8000134X,61864,629528,CROMPTON TECHNOLOGY,41001441,CROMPTON TECHNOLOGY,7538 BATH RD.,,MISSISSAUGA,ON,L4T 1L2,61000193,GTA West,93000361,93000673,GALERN,NANCY GALER,,0,0,0
68217871,MX2600N,95033145,95033145,616096,VILLE DE MONTREAL SVCS DES FINANCES,41001446,VILLE DE MONTREAL - ARR ST- LAURENT,13001 BOUL. CAVENDISH PORTE 6,MECANIQUE ATELIERS MUNICIPAUX,SAINT-LAURENT,QC,H4R 2G5,61000174,SD Montreal,93000049,93000046,DEGUIREM,MARCELINE DEGUIRE,,0,0,0
68217875,MX2600N,95034045,95034045,616096,VILLE DE MONTREAL SVCS DES FINANCES,41001437,VILLE DE MONTREAL,13001 BOUL CAVENDISH,ARR ST- LAURENT MECANIQUE ATELIERS MUNIC,SAINT LAURENT,QC,H4R 2G5,61000174,SD Montreal,93000049,93000046,DEGUIREM,MARCELINE DEGUIRE,,0,0,0
68217947,MXM363N,95014949,61478,615286,BYTOWN WAREHOUSING,41001442,BYTOWN WAREHOUSING AND DISTRIB,2905 SWANSEA CR UNIT 400,,OTTAWA,ON,K1G 3L6,61000175,SD Ottawa,93000043,93000044,PAQUETTD,DANIEL PAQUETTE,,0,0,0
68218196,MXM363N,95032074,SD61549,251986,INTERIOR HEALTH AUTHORITY,41020228,INTERIOR HEALTH AUTHORITY,UBC BLDG. 2312 PENDOSY ST.,,KELOWNA,BC,V1Y 1T2,61000184,Dealers,,,GORDONJ,JOHN GORDON,,0,0,0
68221656,MXM283N,9501210X,61948,625526,INSTITUT UNIVERSITAIRE EN SANTÉ,41001455,HLHL RECEPTION DES MARCHANDISE,7401 HOCHELAGA,UNITE 104,MONTREAL,QC,H1N 3M5,61000174,SD Montreal,93000213,93000046,LAFLEURB,BERTRAND LAFLEUR,,0,0,0
68221661,MXM453N,95010107,61488,176919,EXTENDICARE (CANADA) INC.,41001454,PARAMED HAMILTON,883 UPPER WENTWORTH # 301,,HAMILTON,ON,L9A 4Y6,61000193,GTA West,93000038,93000036,GAYNORS,SCOTT GAYNOR,,0,0,0
68226361,MX4101N,85067180,61775,632595,PWGSC,41001452,PWGSC/TPSGC - REAL PROPERTY TE,427 LAURIER STREET,3RD FLOOR,OTTAWA,ON,K1A 0S5,61000175,SD Ottawa,93000216,93000217,FEDGOVT,FEDERAL GOVERNMENT (BSD),,0,0,0
68239109,MX2600N,95032945,95032945,616096,VILLE DE MONTREAL SVCS DES FINANCES,41001471,VILLE DE MONTREAL,1375 GRENET,ARR ST. LAURENT CSLDS,SAINT LAURENT,QC,H4L 5K3,61000174,SD Montreal,93000049,93000183,DEGUIREM,MARCELINE DEGUIRE,,0,0,0
68239110,MX5001N,95076684,95076684,616096,VILLE DE MONTREAL SVCS DES FINANCES,41001473,VILLE DE MONTREAL,"999, RUE LOUVAIN E BUR. 112",SITE-EVR-LABORATOIRE,MONTREAL,QC,H2M 1B3,61000174,SD Montreal,93000049,93000051,DEGUIREM,MARCELINE DEGUIRE,,0,0,0
68259449,MXM363N,95011375,SD61945,251986,INTERIOR HEALTH AUTHORITY,41020238,INTERIOR HEALTH AUTHORITY,1440 - 14TH AVENUE,,VERNON,BC,V1B 2T1,61000184,Dealers,,,GORDONJ,JOHN GORDON,,0,0,0
68261974,MXM503N,95025998,,672548,CANADIAN TIRE CORP. LTD.,41036094,"Canadian Tire Corporation, Lim",75 Barber Greene Rd.,Office Area B,Toronto,ON,M3C 2A2,61000192,GTA East,93000019,93000373,COULLB,BRIAN COULL,,0,0,0
68261975,MXM503N,95026018,,672548,CANADIAN TIRE CORP. LTD.,41036101,"Canadian Tire Corporation, Lim",75 Barber Greene Rd.,Print Room Area A,Toronto,ON,M3C 2A2,61000192,GTA East,93000019,93000373,COULLB,BRIAN COULL,,0,0,0
68266961,AR208D,95031528,62079,625745,BRAULT & MARTINEAU INC.,41001496,BRAULT & MARTINEAU,8500 Place Marien,,MONTREAL,QC,H1B 5W8,61000174,SD Montreal,93000213,93000050,LAFLEURB,BERTRAND LAFLEUR,,0,0,0
68266962,MX2600N,9500234X,9500234X,625747,CENTRE CULTUREL ET COMMUNAUTAIRE,41001477,CENTRE  CULTUREL ET COMMUNAUTA,7644 RUE EDOUARD,,MONTREAL,QC,H8P 1T3,61000174,SD Montreal,93000183,93000047,DEGUIREM,MARCELINE DEGUIRE,,0,0,0
68267584,MX4101N,95002360,61862,625661,OPEN DOORS WITH BROTHER ANDREW INC.,41001479,OPEN DOORS WITH BROTHER ANDREW,8 - 19 BROWNRIDGE RD,,HALTON HILLS,ON,L7G 0C6,61000193,GTA West,93000040,93000036,JOHNSONB,BRIAN JOHNSON,,0,0,0
68286043,MXM363N,95032814,61869,275952,MEDIPAC INTERNATIONAL,41001483,MEDIPAC INTERNATIONAL,180 LESMILL ROAD,,NORTH YORK,ON,M3B 2T5,61000192,GTA East,93000025,93000019,ENDACOTL,LINDA ENDACOTT,,0,0,0
68286855,MXM260,9501232X,61871,246813,GLOBAL CONTRACT CASEGOODS,41001485,GLOBAL CONTRACT CASEGOODS,565 PETROLIA RD. 2ND FLR.,,TORONTO,ON,M3J 2X8,61000192,GTA East,93000402,93000019,GAYNORS,SCOTT GAYNOR,,0,0,0
68287110,AR208D,95044840,61870,604760,SCARBOROUGH FIGURE SKATING CLUB,41001482,SCARBOROUGH FIGURE SKATING CLU,1967 ELLESMERE ROAD,,SCARBOROUGH,ON,M1H 2W5,61000192,GTA East,93000025,93000024,CHENGK,KENNETH CHENG,,0,0,0
68287245,MX3100N,09504940,61865,625817,CENTENNIAL CENTRE OF SCIENCE &,41001493,CENTENNIAL CENTRE OF SCIENCE &,770 DON MILLS ROAD,ONTARIO SCIENCE CENTRE,TORONTO,ON,M3C 1T3,61000192,GTA East,93000025,93000373,DEWARK,KATE DEWAR,,0,0,0
68287337,MX2600N,85080586,85080586,616096,VILLE DE MONTREAL SVCS DES FINANCES,41001487,VILLE DE MONTREAL,12090 NOTRE DAME EST 3RD FLOOR,DTET - INGENIERIE,MONTREAL,QC,H1B 2Z1,61000174,SD Montreal,93000213,93000050,DEGUIREM,MARCELINE DEGUIRE,,0,0,0
