crm_objectid,model,serialnumber,jt_equipid,soldtoid,soldtoname,addcontactid,addcontactname,address1,address2,city,province,postalcode,dealerid,dealername,serviceorgid,serviceorg,primarytechid,backuptechid,accountmgrid,accountmgr,inactive,nocontract,nopm
78211290,MX5141N,45011894,,668819,ONTARIO INT'L COLLEGE,41033984,ONTARIO INT'L COLLEGE,4620 FINCH AVE. EAST (2ND FLOOR),,TORONTO,ON ,M1S 4G2   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000024,93000672,COULLB,BRIAN COULL,0,0,0
78211305,MX5141N,45013674,,668819,ONTARIO INT'L COLLEGE,41033985,ONTARIO INT'L COLLEGE,4620 FINCH AVE. EAST (1ST FLOOR),,TORONTO,ON ,M1S 4G2   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000024,93000672,COULLB,BRIAN COULL,0,0,0
78211486,MX2640N,...45102883....,,625321,LES EDITIONS FLAMMARION LTEE,41033987,LES EDITIONS FLAMMARION LTEE,375 AVE. LAURIER OUEST,,MONTREAL,QC ,H2V 2K3   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000051,93000049,LAFLEURB,BERTRAND LAFLEUR,0,1,1
78211498,MXM465N,45014522,,625321,LES EDITIONS FLAMMARION LTEE,41033988,LES EDITIONS FLAMMARION LTEE,375 AVE. LAURIER OUEST,,MONTREAL,QC ,H2V 2K3   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000051,93000049,LAFLEURB,BERTRAND LAFLEUR,0,0,0
78212236,MX5141N,45012364,,654441,EAST COAST SCHOOL OF LANGUAGE,41033991,EAST COAST SCHOOL OF LANGUAGE,1256 BARRINGTON ST.,,HALIFAX,NS ,B3J 1Y6   ,645498,SHARP DIRECT HALIFAX,61000209,HFX_ALL,93000319,93000318,SEWARDR,ROGER SEWARD,0,0,0
78212531,MX2600N,05063414R,,654384,MENTAL HEALTH FOUNDATION OF,41033993,MENTAL HEALTH FOUNDATION OF NOVA SCOTIA,300 PLEASANT STREET,,DARTMOUTH,NS ,B2Y 3Z9   ,645498,SHARP DIRECT HALIFAX,61000209,HFX_ALL,93000311,93000318,BLACKJ,JEFF BLACK,0,0,0
78212822,MX5001N,15114156,,668867,RCD GARRISON PETAWAWA,41033996,RCD GARRISON PETAWAWA,BLDG C-39 31 PASSIONDALE RD.,GARRISON PETAWAWA,PETAWAWA,ON ,K8H 2X3   ,144633,SHARP DIRECT - OTTAWA,61000175,OTT_ALL,93000275,93000045,KULBAP,PAUL KULBA,0,0,0
78212823,MX5001N,0511611X,,668867,RCD GARRISON PETAWAWA,41033997,RCD GARRISON PETAWAWA,24 WORTHINGTON RD.,"BLDG. F104, 2ND. FLR.",PETAWAWA,ON ,K8H 2X3   ,144633,SHARP DIRECT - OTTAWA,61000175,OTT_ALL,93000275,93000045,KULBAP,PAUL KULBA,0,0,0
78212824,MXM453N,05053464,,668867,RCD GARRISON PETAWAWA,41033998,RCD GARRISON PETAWAWA,"BLDG F-104, AMIENDS RD. 1ST FLOOR",GARRISON PETAWAWA,PETAWAWA,ON ,K8H 2X3   ,144633,SHARP DIRECT - OTTAWA,61000175,OTT_ALL,93000275,93000045,KULBAP,PAUL KULBA,0,0,0
78212843,MXM453N,05015037,,668867,RCD GARRISON PETAWAWA,41033999,RCD GARRISON PETAWAWA,"BLDG F-104, 126 AMIENS RD. 1ST FLOOR  RM 126",GARRISON PETAWAWA,PETAWAWA,ON ,K8H 2X3   ,144633,SHARP DIRECT - OTTAWA,61000175,OTT_ALL,93000275,93000045,KULBAP,PAUL KULBA,0,0,0
78212845,MXM453N,05014287,,668867,RCD GARRISON PETAWAWA,41034001,RCD GARRISON PETAWAWA,"BLDG C-53, PASSIONDALE RD. 2ND FLR.",GARRISON PETAWAWA,PETAWAWA,ON ,K8H 2X3   ,144633,SHARP DIRECT - OTTAWA,61000175,OTT_ALL,93000275,93000045,KULBAP,PAUL KULBA,0,0,0
78212847,MXM453N,05014097,,668867,RCD GARRISON PETAWAWA,41034003,RCD GARRISON PETAWAWA,"BLDG C-103, PASSIONDALE RD.",GARRISON PETAWAWA,PETAWAWA,ON ,K8H 2X3   ,144633,SHARP DIRECT - OTTAWA,61000175,OTT_ALL,93000275,93000045,KULBAP,PAUL KULBA,0,0,0
78212848,MXM453N,05013887,,668867,RCD GARRISON PETAWAWA,41034004,RCD GARRISON PETAWAWA,"BLDG C-50, PASSIONDALE RD.",GARRISON PETAWAWA,PETAWAWA,ON ,K8H 2X3   ,144633,SHARP DIRECT - OTTAWA,61000175,OTT_ALL,93000275,93000045,KULBAP,PAUL KULBA,0,0,0
78212849,MXM453N,05013827,,668867,RCD GARRISON PETAWAWA,41034005,RCD GARRISON PETAWAWA,BLDG B-104 AMIENS RD.,GARRISON PETAWAWA,PETAWAWA,ON ,K8H 2X3   ,144633,SHARP DIRECT - OTTAWA,61000175,OTT_ALL,93000275,93000045,KULBAP,PAUL KULBA,0,0,0
78213723,MXM264N,45042343,,668848,CURVE SHARED (TSCC 2249/TSCC 2355),41034011,CURVE SHARED (TSCC 2249/TSCC 2355),150 SUDBURY ST.,,TORONTO,ON ,M6J 3S8   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000899,93001484,GALERN,NANCY GALER,0,0,0
78214997,MX2640N,45084155,,625321,LES EDITIONS FLAMMARION LTEE,41034013,LES EDITIONS FLAMMARION LTEE,375 AVE. LAURIER OUEST,,MONTREAL,QC ,H2V 2K3   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000051,93000049,LAFLEURB,BERTRAND LAFLEUR,0,0,0
78214998,MX4141N,45097566,,260546,NATIONAL RESEARCH COUNCIL,41034014,NATIONAL RESEARCH COUNCIL,1200 MONTREAL RD.,BLDG M19 - ROOM 220,OTTAWA,ON ,K1A 0R6   ,144633,SHARP DIRECT - OTTAWA,61000175,OTT_ALL,93000043,93000044,JOYCER,RICHARD JOYCE,0,0,0
78215268,MX4101N,0508506X,,668877,3 RCR GARRISON PETAWAWA,41034029,3 RCR GARRISON PETAWAWA,BLDG. S-118 MONGOMERY RD. RM 221,GARRISON PETAWAWA,PETAWAWA,ON ,K8H 2X3   ,144633,SHARP DIRECT - OTTAWA,61000175,OTT_ALL,93000275,93000045,KULBAP,PAUL KULBA,0,0,0
78215269,MXM503N,15017511,,668877,3 RCR GARRISON PETAWAWA,41034030,3 RCR GARRISON PETAWAWA,BLDG. S-118 MONTGOMERY RD. 1ST FLR.,TRANSPORT GARAGE,PETAWAWA,ON ,K8H 2X3   ,144633,SHARP DIRECT - OTTAWA,61000175,OTT_ALL,93000275,93000045,KULBAP,PAUL KULBA,0,0,0
78215270,MXM503N,15017561,,668877,3 RCR GARRISON PETAWAWA,41034031,3 RCR GARRISON PETAWAWA,BLDG. S-118 MONTGOMERY RD. 1ST FLR.,REPAIRS GARAGE,PETAWAWA,ON ,K8H 2X3   ,144633,SHARP DIRECT - OTTAWA,61000175,OTT_ALL,93000275,93000045,KULBAP,PAUL KULBA,0,0,0
78215271,MXM503N,15017791,,668877,3 RCR GARRISON PETAWAWA,41034032,3 RCR GARRISON PETAWAWA,BLDG. S-118 MONTGOMERY RD.,1ST FLR. HALLWAY,PETAWAWA,ON ,K8H 2X3   ,144633,SHARP DIRECT - OTTAWA,61000175,OTT_ALL,93000275,93000045,KULBAP,PAUL KULBA,0,0,0
78215273,MXM503N,05028697,,668877,3 RCR GARRISON PETAWAWA,41034034,3 RCR GARRISON PETAWAWA,BLDG. S-118 MONTGOMERY RD. RM 213,,PETAWAWA,ON ,K8H 2X3   ,144633,SHARP DIRECT - OTTAWA,61000175,OTT_ALL,93000275,93000045,KULBAP,PAUL KULBA,0,0,0
78215274,MXM503N,05034160,,668877,3 RCR GARRISON PETAWAWA,41034035,3 RCR GARRISON PETAWAWA,BLDG. S-118,,PETAWAWA,ON ,K8H 2X3   ,144633,SHARP DIRECT - OTTAWA,61000175,OTT_ALL,93000275,93000045,KULBAP,PAUL KULBA,0,0,0
78215282,MX5001N,15027265,,668884,2 CMBG HQ & SIGS,41034043,2 GARRISON PETAWAWA,246 CENTURION,BLDG H-119 - ROOM B-142,PETAWAWA,ON ,K8H 2X3   ,144633,SHARP DIRECT - OTTAWA,61000175,OTT_ALL,93000275,93000045,KULBAP,PAUL KULBA,0,0,0
78215284,MX5111N,35012021,,668900,JPSU,41034045,JPSU BLDG P-142,30 SIMMONDS PARADE SQUARE,GARRISON PETAWAWA,PETAWAWA,ON ,K8H 2X3   ,144633,SHARP DIRECT - OTTAWA,61000175,OTT_ALL,93000275,93000045,KULBAP,PAUL KULBA,0,0,0
78215286,MXM363N,35020270,,668902,4CDSG PETAWAWA (QM),41034047,4 CDSG TECH SVCS,"BLDG B-21, 170 AMIENS RD. 1st FLR.",GARRISON PETAWAWA,PETAWAWA,ON ,K8H 2X3   ,144633,SHARP DIRECT - OTTAWA,61000175,OTT_ALL,93000275,93000045,KULBAP,PAUL KULBA,0,0,0
78215287,MX3640N,35078560,,668903,ST. FRANCIS OF ASSISI OFFICE,41034048,ST FRANCIS CHURCH OFFICE,"BLDG Q -104, 9 FESTUBERT BLVD.,",GARRISON PETAWAW,PETAWAWA,ON ,K8H 2X3   ,144633,SHARP DIRECT - OTTAWA,61000175,OTT_ALL,93000275,93000045,KULBAP,PAUL KULBA,0,0,0
78217372,MX5141N,45013994,,653804,STOCK TRANSPORTATION LTD.,41034053,STOCK TRANSPORTATION LTD.,51 FRAZEE DRIVE,,DARTMOUTH,NS ,B3B 1Z4   ,645498,SHARP DIRECT HALIFAX,61000209,HFX_ALL,93000311,93000318,SEWARDR,ROGER SEWARD,0,0,0
78217399,MX6240N,45143015,,634314,GESTION DDD INC.,41034054,GESTION DDD INC.,"1300, rue Alain-Grandbois",4e étage (suite 403),MONTREAL,QC ,H4N 0A2   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000049,93000183,ACQUARIOS,SALVATORE ACQUARIO,0,0,0
78217543,MX3640N,45070035,,621328,CORNERSTONE CHINESE ALLIANCE CHURCH,41034056,CORNERSTONE CHINESE ALLIANCE CHURCH,4757 14TH AVENUE,,MARKHAM,ON ,L3S 3K3   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000672,93000024,CHENGK,KENNETH CHENG,0,0,0
78217567,MX2640N,45084285,,625054,"CONTITECH CANADA, INC.",41034057,"CONTITECH CANADA, INC.","6711 MISSISSAUGA RD., # 301",3RD FLR.,MISSISSAUGA,ON ,L5N 2W3   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000040,93001092,GOWERM,MICHAEL GOWER,0,0,0
78219608,MXM264N,35005227,,601426,TIME WORLD EXPRESS (ONTARIO),41034060,TIME WORLD EXPRESS (ONTARIO) LTD.,"9205 BATHURST ST., UNIT 5",,RICHMOND HILL,ON ,L4C 0V9   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000402,93000022,CHENGK,KENNETH CHENG,0,0,0
78223327,MX5001N,05070989RC,,654347,ATLANTIC PROVINCES ECONOMIC,41034064,ATLANTIC PROVINCES ECONOMIC COUNCIL,5121 SACKVILLE STREET,SUITE # 500,HALIFAX,NS ,B3J 1K1   ,645498,SHARP DIRECT HALIFAX,61000209,HFX_ALL,93000319,93000318,SEWARDR,ROGER SEWARD,0,0,0
78225357,MXM365N,45023173,,618022,ARAMARK CANADA LTD.,41034067,ARAMARK CANADA LTD.,4700 KEELE ST.,STONG COLLEGE (CATERING),TORONTO,ON ,M3J 1P3   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000027,93000022,STRUMINP,PERRY STRUMINIKOV,0,0,0
78232434,MXC300W,45071163,,634314,GESTION DDD INC.,41034068,GESTION DDD INC,1280 RUE ALAIN-DE-GRANDBOIS,,MONTREAL,QC ,H4N 0A2   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000049,93000183,ACQUARIOS,SALVATORE ACQUARIO,0,0,0
78233965,MX3640N,45070025,,618022,ARAMARK CANADA LTD.,41034072,ARAMARK CANADA LTD. (KEELE),4700 KEELE ST.,CENTRAL SQUARE BASEMENT (ROOM #80),TORONTO,ON ,M3J 1P3   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000027,93000022,STRUMINP,PERRY STRUMINIKOV,0,0,0
78234170,FO4400,37101760,,634121,AGROPUR/DIVISION FROMAGES FINS,41034074,AGROPUR,4700 ARMAND FRAPPIER,,ST HUBERT,QC ,J3Z 1G5   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000183,93000213,,,0,1,1
78234183,MX3100N,85123916,,669035,ROYAL CONNAUGHT INC.,41034138,ROYAL CONNAUGHT INC.,112 KING ST. EAST,,HAMILTON,ON ,L8W 1A8   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000038,93000894,GOWERM,MICHAEL GOWER,0,0,0
78234202,MX3640N,45063402,,275819,WHYTES FOOD CORP. INC.,41034077,WHYTE'S FOODS INC,1730 AIMCO BLVD,,MISSISSAUGA,ON ,L4W 1V1   ,147570,SHARP DIRECT CTO,61000193,GTA West,93001092,93000673,HANDLIRR,RICHARD HANDLIR,0,0,0
78237878,MXM365N,45023183,,668997,"JAMES V. CUTRARA, CPA",41034080,"JAMES V. CUTRARA, CPA","2111 LAKESHORE BL., WEST - TH1",,TORONTO,ON ,M8V 4B2   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93001484,93000899,THERIAULTK,KEVIN THERIAULT,0,0,0
78238108,MX4101N,05049697R,,607344,MOHAWK COLLEGE,41034081,MOHAWK COLLEGE,135 FENNELL AVE WEST,ROOM C108,HAMILTON,ON ,L9C 1E9   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000038,93000894,GOWERM,MICHAEL GOWER,0,0,0
78238145,MXM314N,45040645,,616096,VILLE DE MONTREAL SVCS DES FINANCES,41034082,DIRECTION CSLDS-,260 RUE ELGAR,CENTRE COMMUNAUTAIRE ELGAR,VERDUN,QC ,H3E 1C9   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000183,93000904,DEGUIREM,MARCELINE DEGUIRE,0,0,0
78238457,MXM283N,05003521R,,601302,DIVERSIFIED SHEET METAL,41034083,DIVERSIFIED SHEET METAL,131 FINCHDENE SQ. # 2,,SCARBOROUGH,ON ,M1X 1A6   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000024,93000672,JOHNSONB,BRIAN JOHNSON,0,0,0
78244623,MXM365N,45008301,,667800,CANADA BORDER SERVICES AGENCY,41034088,CANADA BORDER SERVICES AGENCY,10 QUEEN ST.,MAIN OFFICE,FORT ERIE,ON ,L2A 6M4   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000381,93000382,KULBAP,PAUL KULBA,0,0,0
78244627,MXM365N,45008311,,667800,CANADA BORDER SERVICES AGENCY,41034090,CANADA BORDER SERVICES AGENCY,10 QUEEN ST.,,FORT ERIE,ON ,L2A 6M4   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000381,93000382,KULBAP,PAUL KULBA,0,0,0
78248184,MXM565N,45019975,,190470,ODCC CORP.,41034091,ODCC CORP.,254 MATHESON BLVD.  EAST,,MISSISSAUGA,ON ,L4Z 1P5   ,147570,SHARP DIRECT CTO,61000193,GTA West,93001092,93000673,GAYNORS,SCOTT GAYNOR,0,0,0
78248786,MX2640N,45051836,,638868,MILESTONE CASTING STUDIOS INC.,41034092,MILESTONE CASTING STUDIOS INC.,400 EASTERN AV. SUITE 201A,,TORONTO,ON ,M4M 1B9   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000019,93001307,THERIAULTK,KEVIN THERIAULT,0,0,0
78249087,MX3140N,45105102,,669121,OMHM RESIDENCE PIERO-CORTI,41034096,OMHM RESIDENCE PIERO-CORTI,3131 SHERBROOKE EST LOCAL 617,,MONTREAL,QC ,H1W 1B2   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000213,93000051,DEGUIREM,MARCELINE DEGUIRE,0,0,0
78249090,MX2610N,15083708R,,764047,CARILLION CANADA INC.,41034098,CARILLION CANADA,"HWY. # 25, PROPERTY 4034",CARILLION PALERMO,MILTON,ON ,L9T 2X5   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000894,93000038,PANAGIOT,TINA PANAGIOTOU,0,0,0
78249393,MX4141N,45096656,,650348,THE KENSINGTON EYE INSTITUTE,41034101,KENSINGTON EYE INSTITUTE,"340 COLLEGE ST., # 600",,TORONTO,ON ,M5T 3A9   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000899,93001307,SHAWM,MICHAEL SHAW,0,1,1
78249453,MX3140N,45066775,,669143,OMHM - RESIDENCE ROSALIE-CADRON,41034105,OMHM - RESIDENCE ROSALIE-CADRON,12260 BL. LAURENTIEN,,MONTREAL,QC ,H4K 2Z4   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000049,93000050,DEGUIREM,MARCELINE DEGUIRE,0,0,0
78249464,MX5141N,45047833,,616096,VILLE DE MONTREAL SVCS DES FINANCES,41034107,VM/CENTRE DE SECURITE CIVILE,827 BOUL. CREMAZIE EST 3E ETAGE,,MONTREAL,QC ,H2M 2T8   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000049,93000051,DEGUIREM,MARCELINE DEGUIRE,0,0,0
78249937,MX4141N,45097206,,613739,LOGOS BAPTIST CHURCH (MILLIKEN),41034113,LOGOS BAPTIST CHURCH,294  IREDALE RD.,,RICHMOND HILL,ON ,L4C 4R6   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000402,93000022,CHENGK,KENNETH CHENG,0,0,0
78250176,MXM363N,95025647R,,622586,YORK CONDOMINIUM CORP.,41034114,YORK CONDOMINIUM CORP.,165 CHEROKEE BLVD.,MANAGEMENT OFFICE,NORTH YORK,ON ,M2J 4T7   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000024,93000022,CHENGK,KENNETH CHENG,0,0,0
78252969,MX3140N,45066155,,616096,VILLE DE MONTREAL SVCS DES FINANCES,41034118,8215 - SAPP - LOGISTIQUE ADMIN.,9701 COLBERT,,ANJOU,QC ,H1J 1Z9   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000213,93000050,DEGUIREM,MARCELINE DEGUIRE,0,0,0
78252983,MX5141N,45187273,,616096,VILLE DE MONTREAL SVCS DES FINANCES,41034119,DIR. DES SVCS. ADMIN. ET DU GREFFE,5160 BLVD DECARIE # 600,ARRONDISSEMENT COTE DES NEIGES/NDG.,MONTREAL,QC ,H3X 2H9   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000046,93000050,DEGUIREM,MARCELINE DEGUIRE,0,0,0
78255039,MX5141N,45013644,,643410,YOUTHLINK,41034123,YOUTHLINK,636 KENNEDY ROAD,,SCARBOROUGH,ON ,M1K 2B3   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000025,93000019,SHAWM,MICHAEL SHAW,0,0,0
78256350,MX5111N,15049317R,,668876,"HOTELS COTE-DE-LIESSE INC., DBA:",41034135,"HOTELS COTE-DE-LIESSE INC., DBA:",6500 COTE DE LIESSE,ADMIN - 2ND FLOOR,MONTREAL,QC ,H4T 1E3   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000046,93000050,ACQUARIOS,SALVATORE ACQUARIO,0,0,0
78256519,FO2081,45004372,,640568,RD HOSPITALITY (AIRPORT) INC.,41034136,CROWN PLAZA HOTEL,6600 COTE DE LIESSE,FRONT DESK,MONTREAL,QC ,H4T 1E3   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000046,93000050,ACQUARIOS,SALVATORE ACQUARIO,0,1,1
78257855,MX2640N,45052106,,669286,ADVANCED CERAMICS CORP.,41034139,ADVANCED CERAMICS CORP.,2536 BRISTOL CIRCLE,,OAKVILLE,ON ,L5H 5S1   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000040,93001092,GALERN,NANCY GALER,0,0,0
78259995,MX5111N,15049267R,,668876,"HOTELS COTE-DE-LIESSE INC., DBA:",41034146,"HOTELS COTE-DE-LIESSE INC., DBA:",6500 COTE DE LIESSE,FRONT DESK,MONTREAL,QC ,H4T 1E3   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000046,93000050,ACQUARIOS,SALVATORE ACQUARIO,0,0,0
78261047,MX5141N,45013534,,669176,COLLEGES ONTARIO,41034149,COLLEGES ONTARIO,"20 BAY ST., SUITE # 1600",,TORONTO,ON ,M5J 2N8   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000899,93001393,STRUMINP,PERRY STRUMINIKOV,0,0,0
78261642,MXB402SC,45003504,,669179,HABASIT (CANADA) LTD.,41034152,HABASIT (CANADA) LTD.,3555 ISABELLE # 111,,BROSSARD,QC ,J4Y 2R2   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000183,93000773,RINALDOK,KIM RINALDO,0,0,0
78261643,MX5141N,45012734,,644986,PWGSC - TRANSLATION BUREAU,41034151,PWGSC,"171 Slater, pièce 504",,OTTAWA,ON ,K1P 5H7   ,144633,SHARP DIRECT - OTTAWA,61000175,OTT_ALL,93000275,93000045,JOYCER,RICHARD JOYCE,0,0,0
78261656,MXM264N,45038116,,652662,ALLIANCE DENTAL INC.,41034153,ALLIANCE DENTAL INC.,530 MAIN ST.,,MAHONE BAY,NS ,B0J 2E0   ,645498,SHARP DIRECT HALIFAX,61000209,HFX_ALL,93000318,93000319,SEWARDR,ROGER SEWARD,0,0,0
78261661,MXM264N,45038136,,652662,ALLIANCE DENTAL INC.,41034155,ALLIANCE DENTAL (TRURO) INC.,214-7165 HWY. # 1,,COLDBROOK,NS ,B4R 1A2   ,645498,SHARP DIRECT HALIFAX,61000209,HFX_ALL,93000318,93000319,SEWARDR,ROGER SEWARD,0,0,0
78261671,MXM264N,45038156,,652662,ALLIANCE DENTAL INC.,41034156,ALLIANCE DENTAL (TRURO) INC.,42 HIGH ST.,FISHERMAN'S HOSPITAL,LUNENBURG,NS ,B0J 2C0   ,645498,SHARP DIRECT HALIFAX,61000209,HFX_ALL,93000318,93000319,SEWARDR,ROGER SEWARD,0,0,0
78261673,MXM264N,45038086,,652662,ALLIANCE DENTAL INC.,41034158,ALLIANCE DENTAL INC.,68 ROBIE ST.,,TRURO,NS ,B2N 1L2   ,645498,SHARP DIRECT HALIFAX,61000209,HFX_ALL,93000311,93000318,SEWARDR,ROGER SEWARD,0,0,0
78261705,MX2640N,45052406,,669320,ATLANTIC AVIONICS INC.,41034160,ATLANTIC AVIONICS INC. ATTN: JIM ENGLISH,549 BARNES RD.,,ENFIELD,NS ,B2T 1K3   ,645498,SHARP DIRECT HALIFAX,61000209,HFX_ALL,93000311,93000318,MCNALLYK,KAREN MCNALLY,0,0,0
78261832,MXM565N,45022905,,669176,COLLEGES ONTARIO,41034164,COLLEGES ONTARIO,"20 BAY ST., SUITE # 1600",,TORONTO,ON ,M5J 2N8   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000899,93001393,STRUMINP,PERRY STRUMINIKOV,0,0,0
78261833,MXB402SC,45003163,,679345,AC STEVENSON & PARTNERS CPA LLP,41034165,AC STEVENSON & PARTNERS CPA LLP,548 PINEWOOD RD.,,RIVERVIEW,NB ,E1B 5J9   ,645498,SHARP DIRECT HALIFAX,61000209,HFX_ALL,93000302,93000303,MCNALLYK,KAREN MCNALLY,0,0,0
78261834,MX2600N,05063394R,,669297,BARRON'S FINANCIAL ADVISORY,41034166,BARRON'S FIN. ADVISORY SVCS. LTD.,"2800 SKYMARK AVE., # 500",,MISSISSAUGA,ON ,L4W 5A7   ,147570,SHARP DIRECT CTO,61000193,GTA West,93001092,93000673,GALERN,NANCY GALER,0,0,0
78263658,MXM260N,95037969,,616096,VILLE DE MONTREAL SVCS DES FINANCES,41034186,8215 - SAPP - LOGISTIQUE ADMIN.,9701 COLBERT,,ANJOU,QC ,H1J 1Z9   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000213,93000050,DEGUIREM,MARCELINE DEGUIRE,0,0,0
78265624,MX4141N,45097906,,655371,PWGSC - BOCS,41034188,PWGSC,11 Laurier Street,PDP III # 8A1 # station 42,Gatineau,QC ,K1A 0S5   ,144633,SHARP DIRECT - OTTAWA,61000175,OTT_ALL,93000045,93000044,JOYCER,RICHARD JOYCE,0,0,0
78265696,MX4141N,45097016,,654441,EAST COAST SCHOOL OF LANGUAGE,41034190,EAST COAST SCHOOL OF LANGUAGE,1256 BARRINGTON ST.,,HALIFAX,NS ,B3J 1Y6   ,645498,SHARP DIRECT HALIFAX,61000209,HFX_ALL,93000319,93000318,SEWARDR,ROGER SEWARD,0,0,0
78265834,MXC312,3516462Y,,652980,DARTMOUTH MOTORS LP,41034191,DARTMOUTH MOTORS LP,61 ATHORPE DRIVE,BODY SHOP,DARTMOUTH,NS ,B2W 1K9   ,645498,SHARP DIRECT HALIFAX,61000209,HFX_ALL,93000311,93000318,BLACKJ,JEFF BLACK,0,0,0
78268490,MXM363N,05003316,,669129,CANADA BORDER SERVICES AGENCY,41034199,CANADA BORDER SERVICES AGENCY,"65 CANTERBURY ST., 1ST FLR.","DIR., SOUTHERN NB & PEI DISTRICT",SAINT JOHN,NB ,E2L 2C7   ,645498,SHARP DIRECT HALIFAX,61000209,HFX_ALL,93000306,93000362,KULBAP,PAUL KULBA,0,0,0
78277210,MX4141N,45098146,,275944,DELCARE LTC INC.,41034206,DELCARE LTC INC.,590 LOLITA GARDENS,CAWTHRA GARDENS,MISSISSAUGA,ON ,L5A 4N8   ,147570,SHARP DIRECT CTO,61000193,GTA West,93001092,93000040,STRUMINP,PERRY STRUMINIKOV,0,0,0
78277211,MX4141N,45097926,,655841,"WIMBLETON INC., DBA: KELLER WILLIAMS",41034207,"WIMBLETON INC., O/A KELLER WILLIAMS",2968 DUNDAS ST. WEST # 303,,TORONTO,ON ,M6P 1Y8   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93001484,93000899,SHAWM,MICHAEL SHAW,0,0,0
78277746,MX5141N,45094266,,649433,HOTSPEX INC.,41034208,HOTSPEX INC.,"40 EGLINTON AVE. E., # 801",9TH FLOOR,TORONTO,ON ,M4P 3A2   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000373,93000019,SHAWM,MICHAEL SHAW,0,0,0
78277968,MX4141N,45097496,,649433,HOTSPEX INC.,41034209,HOTSPEX INC.,"40 EGLINTON AVE. E., # 801",8TH FLOOR,TORONTO,ON ,M4P 3A2   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000373,93000019,SHAWM,MICHAEL SHAW,0,0,0
78278268,MXM465N,45031853,,669296,MICHAEL B. MURPHY Q.C. PROF. CORP.,41034214,MICHAEL B. MURPHY Q.C. PROF. CORP.,77 VAUGHAN HARVEY BL. # 100,,MONCTON,NB ,E1C 0K2   ,645498,SHARP DIRECT HALIFAX,61000209,HFX_ALL,93000303,93000302,MCNALLYK,KAREN MCNALLY,0,0,0
78278673,MX3100N,95028342R,,616558,CYPRUSS CONTRACTING INC.,41034222,CYPRUSS CONTRACTING INC.,6 INDELL LANE,,BRAMPTON,ON ,L6T 3Y3   ,147570,SHARP DIRECT CTO,61000192,GTA East,93001491,93001321,ENDACOTL,LINDA ENDACOTT,0,0,0
78279417,MXM363N,15034839R,,625576,CENTRE SINO QUEBEC,41034225,CENTRE SINO QUEBEC DE LA RIVE SUD,7209 BOUL. TASCHEREAU,SUITE 108,BROSSARD,QC ,J4Y 1A1   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000183,93000773,CHONCHOE,ELIE CHONCHON,0,0,0
